,posicion,juego,dinero,jugadores,torneos,fecha
3072,14.0,StarCraft II,121808.62,105,42,2018-05-01
3073,15.0,Radical Heights,120000.0,12,2,2018-05-01
3074,16.0,NBA 2K18,100000.0,36,1,2018-05-01
3075,17.0,Heroes of the Storm,65563.0,81,5,2018-05-01
3076,18.0,Quake Champions,57000.0,48,21,2018-05-01
3077,19.0,Fortnite,52934.56,61,6,2018-05-01
3078,20.0,Point Blank,49000.0,35,1,2018-05-01
3079,21.0,Super Smash Bros. Melee,47453.69,86,17,2018-05-01
3080,22.0,World of WarCraft,42000.0,55,5,2018-05-01
3081,23.0,Street Fighter V: Arcade Edition,38070.35,23,4,2018-05-01
3082,24.0,Call of Duty: WWII,36548.0,28,4,2018-05-01
3083,25.0,RaceRoom Racing Experience,27768.7,91,5,2018-05-01
3084,26.0,Gwent,25000.0,8,1,2018-05-01
3085,27.0,Super Smash Bros. for Wii U,22865.33,92,20,2018-05-01
3086,28.0,Tekken 7,18567.64,22,5,2018-05-01
3087,29.0,Killer Instinct (2013),16410.0,8,1,2018-05-01
3088,30.0,WarCraft III,16233.42,29,17,2018-05-01
3089,31.0,Injustice 2,12661.88,11,2,2018-05-01
3090,32.0,Pokémon VGC,12000.0,19,3,2018-05-01
3091,33.0,Rocket League,8937.12,55,8,2018-05-01
3092,34.0,Dragon Ball FighterZ,7947.06,12,2,2018-05-01
3093,35.0,Clash Royale,5966.2,15,1,2018-05-01
3094,36.0,NHL 18,5000.0,1,1,2018-05-01
3095,37.0,Brawlhalla,4000.0,35,2,2018-05-01
3096,38.0,Mortal Kombat XL,3810.0,8,1,2018-05-01
3097,39.0,Lichess,3600.0,5,1,2018-05-01
3098,40.0,Guilty Gear Xrd REV 2,3579.64,11,2,2018-05-01
3099,41.0,Mortal Kombat 9,3260.0,8,1,2018-05-01
3100,42.0,King of Fighters XIV,2294.23,12,2,2018-05-01
3101,43.0,Age of Empires II,2070.0,20,12,2018-05-01
3102,44.0,Under Night In-Birth EXE: Late[st],1962.94,11,2,2018-05-01
3103,45.0,Age of Empires,1835.0,18,2,2018-05-01
3104,46.0,Super Street Fighter II Turbo,1777.53,11,2,2018-05-01
3105,47.0,Yu-Gi-Oh! Duel Links,1769.56,40,14,2018-05-01
3106,48.0,BlazBlue: Central Fiction,1583.06,12,2,2018-05-01
3107,49.0,osu!,1525.0,18,2,2018-05-01
3108,50.0,Chess.com,1400.0,7,1,2018-05-01
3109,51.0,Vampire Savior,1370.0,8,1,2018-05-01
3110,52.0,Marvel vs. Capcom: Infinite,1362.12,11,2,2018-05-01
3111,53.0,Skullgirls 2nd Encore,1340.0,8,1,2018-05-01
3112,54.0,Mystery Game Tournament,1280.0,8,1,2018-05-01
3113,55.0,Street Fighter III: 3rd Strike,1070.0,8,1,2018-05-01
3114,56.0,Project M,684.92,9,2,2018-05-01
3115,57.0,TrackMania 2: Stadium,650.76,13,1,2018-05-01
3116,58.0,Super Smash Bros.,574.59,8,1,2018-05-01
3117,59.0,ARMS,434.4,17,8,2018-05-01
3118,60.0,Age of Empires III,400.0,8,3,2018-05-01
3119,61.0,Super Smash Bros. Brawl,358.19,8,1,2018-05-01
3120,62.0,iRacing.com,210.0,5,1,2018-05-01
3121,63.0,Ultra Street Fighter IV,170.81,4,1,2018-05-01
3122,64.0,Sailor Moon S,163.06,4,1,2018-05-01
3123,65.0,rFactor 2,113.0,1,1,2018-05-01
3124,66.0,Garou: Mark of the Wolves,108.71,4,1,2018-05-01
3125,67.0,Samurai Shodown V Special,108.71,4,1,2018-05-01
3126,68.0,Soul Calibur II HD Online,85.41,4,1,2018-05-01
3127,69.0,Windjammers,85.41,4,1,2018-05-01
3128,70.0,Soul Calibur V,77.64,4,1,2018-05-01
3129,1.0,Counter-Strike: Global Offensive,2113350.1,855,68,2018-06-01
3130,2.0,Dota 2,1637497.41,216,10,2018-06-01
3131,3.0,Overwatch,1538448.0,500,17,2018-06-01
3132,4.0,PLAYERUNKNOWN’S BATTLEGROUNDS,1175086.99,476,17,2018-06-01
3133,5.0,Hearthstone,704638.99,146,21,2018-06-01
3134,6.0,CrossFire,383822.4,128,2,2018-06-01
3135,7.0,StarCraft II,324410.96,135,30,2018-06-01
3136,8.0,FIFA 18,256343.52,66,3,2018-06-01
3137,9.0,Rocket League,253825.4,42,5,2018-06-01
3138,10.0,Heroes of the Storm,250000.0,60,1,2018-06-01
3139,11.0,Call of Duty: WWII,208766.76,64,7,2018-06-01
3140,12.0,CrossFire Mobile,203021.0,0,1,2018-06-01
3141,13.0,League of Legends,178369.02,267,15,2018-06-01
3142,14.0,NBA 2K18,150000.0,48,1,2018-06-01
3143,15.0,Fortnite,115159.8,101,11,2018-06-01
3144,16.0,NHL 18,85000.0,6,1,2018-06-01
3145,17.0,Arena of Valor,84000.0,44,2,2018-06-01
3146,18.0,Rainbow Six Siege,83415.77,96,4,2018-06-01
3147,19.0,Clash Royale,78698.69,19,1,2018-06-01
3148,20.0,Forza Motorsport 7,75000.0,12,1,2018-06-01
3149,21.0,H1Z1,75000.0,20,1,2018-06-01
3150,22.0,Warface,63495.0,15,1,2018-06-01
3151,23.0,Super Smash Bros. Melee,44520.0,51,10,2018-06-01
3152,24.0,Brawlhalla,42300.0,61,9,2018-06-01
3153,25.0,World of WarCraft,42000.0,47,5,2018-06-01
3154,26.0,Super Smash Bros. for Wii U,35933.0,61,15,2018-06-01
3155,27.0,Old School Runescape,32000.0,4,1,2018-06-01
3156,28.0,Dragon Ball FighterZ,28833.1,19,2,2018-06-01
3157,29.0,Battlerite,28000.0,24,1,2018-06-01
3158,30.0,SMITE,20000.0,12,1,2018-06-01
3159,31.0,World of Tanks Blitz,20000.0,0,1,2018-06-01
3160,32.0,WarCraft III,18661.5,27,7,2018-06-01
3161,33.0,Gwent,15000.0,16,2,2018-06-01
3162,34.0,Tekken 7,13916.5,24,5,2018-06-01
3163,35.0,StarCraft: Remastered,10883.01,16,4,2018-06-01
3164,36.0,Quake Champions,10600.0,53,26,2018-06-01
3165,37.0,Pokémon VGC,10000.0,16,2,2018-06-01
3166,38.0,Paladins,7000.0,35,1,2018-06-01
3167,39.0,Point Blank,6855.2,23,1,2018-06-01
3168,40.0,Yu-Gi-Oh! Duel Links,5798.69,68,20,2018-06-01
3169,41.0,Heroes of Newerth,4540.57,9,1,2018-06-01
3170,42.0,Halo 5: Guardians,4000.0,12,2,2018-06-01
3171,43.0,iRacing.com,3886.2,20,2,2018-06-01
3172,44.0,Chess.com,3514.0,9,2,2018-06-01
3173,45.0,Age of Empires II,3373.36,29,9,2018-06-01
3174,46.0,ARMS,2960.57,23,6,2018-06-01
3175,47.0,TrackMania 2: Stadium,2589.63,15,3,2018-06-01
3176,48.0,Critical Ops,2500.0,0,1,2018-06-01
3177,49.0,Street Fighter V: Arcade Edition,2500.0,8,1,2018-06-01
3178,50.0,Splatoon 2,2000.0,0,1,2018-06-01
3179,51.0,Project M,1710.0,9,2,2018-06-01
3180,52.0,Battalion 1944,1290.79,0,2,2018-06-01
3181,53.0,Pokkén Tournament DX,1000.0,4,1,2018-06-01
3182,54.0,Team Fortress 2,1000.0,27,1,2018-06-01
3183,55.0,Age of Empires III,550.0,5,3,2018-06-01
3184,56.0,Super Smash Bros. Brawl,200.0,3,1,2018-06-01
3185,57.0,Age of Mythology,145.0,5,2,2018-06-01
3186,1.0,PLAYERUNKNOWN’S BATTLEGROUNDS,2482087.0,335,15,2018-07-01
3187,2.0,Fortnite,2387370.12,219,26,2018-07-01
3188,3.0,Arena of Valor,2329160.0,116,3,2018-07-01
3189,4.0,Counter-Strike: Global Offensive,1990543.42,735,61,2018-07-01
3190,5.0,Overwatch,1703190.2,103,8,2018-07-01
3191,6.0,Call of Duty: WWII,706330.0,89,7,2018-07-01
3192,7.0,League of Legends,516346.85,408,16,2018-07-01
3193,8.0,Street Fighter V: Arcade Edition,374400.49,42,7,2018-07-01
3194,9.0,Hearthstone,332801.74,107,11,2018-07-01
3195,10.0,Halo 5: Guardians,256000.0,49,4,2018-07-01
3196,11.0,Gears of War 4,250000.0,58,1,2018-07-01
3197,12.0,Pro Evolution Soccer 2018,250000.0,15,2,2018-07-01
3198,13.0,Heroes of the Storm,201506.4,44,1,2018-07-01
3199,14.0,Mobile Legends: Bang Bang,189168.0,96,2,2018-07-01
3200,15.0,SMITE,159000.0,75,3,2018-07-01
3201,16.0,Dota 2,154737.31,132,9,2018-07-01
3202,17.0,NBA 2K18,150000.0,48,1,2018-07-01
3203,18.0,Realm Royale,133000.0,31,5,2018-07-01
3204,19.0,StarCraft II,131645.37,101,30,2018-07-01
3205,20.0,Clash Royale,110000.0,24,2,2018-07-01
3206,21.0,CrossFire,109000.0,64,2,2018-07-01
3207,22.0,Rocket League,103996.68,56,9,2018-07-01
3208,23.0,Rainbow Six Siege,101060.79,85,5,2018-07-01
3209,24.0,Paladins,100000.0,57,1,2018-07-01
3210,25.0,World of WarCraft,100000.0,31,1,2018-07-01
3211,26.0,Brawlhalla,36500.0,84,15,2018-07-01
3212,27.0,Guns of Boom,31000.0,0,4,2018-07-01
3213,28.0,Gwent,25000.0,8,1,2018-07-01
3214,29.0,Super Smash Bros. for Wii U,24207.64,77,19,2018-07-01
3215,30.0,Injustice 2,21160.0,13,2,2018-07-01
3216,31.0,Super Smash Bros. Melee,19734.96,70,14,2018-07-01
3217,32.0,Dragon Ball FighterZ,18947.74,13,4,2018-07-01
3218,33.0,Age of Empires,18630.0,37,7,2018-07-01
3219,34.0,Tekken 7,18124.46,27,7,2018-07-01
3220,35.0,Quake Champions,13440.0,36,20,2018-07-01
3221,36.0,Battalion 1944,7012.24,15,1,2018-07-01
3222,37.0,Age of Empires II,6406.7,16,7,2018-07-01
3223,38.0,StarCraft: Remastered,5180.31,10,3,2018-07-01
3224,39.0,Chess.com,4900.0,15,2,2018-07-01
3225,40.0,Battlefield 4,4524.96,30,1,2018-07-01
3226,41.0,Heroes of Newerth,4491.72,6,1,2018-07-01
3227,42.0,Project M,3933.71,23,4,2018-07-01
3228,43.0,Yu-Gi-Oh! Duel Links,3042.08,37,11,2018-07-01
3229,44.0,TrackMania 2: Stadium,1674.7,18,8,2018-07-01
3230,45.0,osu!,1620.0,18,1,2018-07-01
3231,46.0,Guilty Gear Xrd REV 2,1590.0,8,1,2018-07-01
3232,47.0,Archangel Hellfire,1500.0,6,3,2018-07-01
3233,48.0,Marvel vs. Capcom: Infinite,930.0,8,1,2018-07-01
3234,49.0,Killer Instinct (2013),830.0,8,1,2018-07-01
3235,50.0,Super Smash Bros.,735.01,8,1,2018-07-01
3236,51.0,FIFA 18,417.56,2,2,2018-07-01
3237,52.0,ARMS,300.0,13,5,2018-07-01
3238,53.0,Age of Mythology,265.0,6,2,2018-07-01
3239,54.0,World of Tanks Blitz,0.0,0,1,2018-07-01
3240,1.0,Dota 2,25584943.71,191,12,2018-08-01
3241,2.0,Fortnite,4170707.15,434,26,2018-08-01
3242,3.0,Call of Duty: WWII,1500000.0,128,1,2018-08-01
3243,4.0,Counter-Strike: Global Offensive,1045596.94,1337,88,2018-08-01
3244,5.0,Arena of Valor,1013905.79,123,3,2018-08-01
3245,6.0,PLAYERUNKNOWN’S BATTLEGROUNDS,1004303.87,275,11,2018-08-01
3246,7.0,NBA 2K18,600000.0,48,1,2018-08-01
3247,8.0,Overwatch,490103.01,286,9,2018-08-01
3248,9.0,League of Legends,451389.27,332,17,2018-08-01
3249,10.0,FIFA 18,419742.69,25,4,2018-08-01
3250,11.0,Rainbow Six Siege,364545.22,110,4,2018-08-01
3251,12.0,Heroes of the Storm,270692.0,201,6,2018-08-01
3252,13.0,Quake Champions,263240.0,64,14,2018-08-01
3253,14.0,StarCraft II,198712.58,102,31,2018-08-01
3254,15.0,Realm Royale,130000.0,26,4,2018-08-01
3255,16.0,Rocket League,127821.87,116,15,2018-08-01
3256,17.0,Street Fighter V: Arcade Edition,115956.0,19,4,2018-08-01
3257,18.0,Hearthstone,52495.52,95,16,2018-08-01
3258,19.0,Super Smash Bros. for Wii U,40150.0,46,11,2018-08-01
3259,20.0,Super Smash Bros. Melee,37580.0,30,4,2018-08-01
3260,21.0,WarCraft III,36648.24,13,3,2018-08-01
3261,22.0,Point Blank,32466.52,20,2,2018-08-01
3262,23.0,Dragon Ball FighterZ,26442.2,9,2,2018-08-01
3263,24.0,Team Fortress 2,25661.68,105,5,2018-08-01
3264,25.0,Tekken 7,22857.17,24,5,2018-08-01
3265,26.0,Gears of War 4,20000.0,20,1,2018-08-01
3266,27.0,Injustice 2,14030.0,10,2,2018-08-01
3267,28.0,BlazBlue: Cross Tag Battle,12480.0,11,2,2018-08-01
3268,29.0,Age of Empires,9288.0,18,3,2018-08-01
3269,30.0,CrossFire,9000.0,50,1,2018-08-01
3270,31.0,Age of Empires II,8038.0,32,7,2018-08-01
3271,32.0,Brawlhalla,6970.0,50,10,2018-08-01
3272,33.0,Guilty Gear Xrd REV 2,6230.0,8,1,2018-08-01
3273,34.0,Battalion 1944,5000.0,10,1,2018-08-01
3274,35.0,Super Smash Bros.,4940.0,26,3,2018-08-01
3275,36.0,Halo 5: Guardians,4000.0,8,2,2018-08-01
3276,37.0,Super Smash Bros. Brawl,2190.0,11,2,2018-08-01
3277,38.0,ARMS,2013.5,22,9,2018-08-01
3278,39.0,Archangel Hellfire,1500.0,6,3,2018-08-01
3279,40.0,Chess.com,1400.0,5,1,2018-08-01
3280,41.0,iRacing.com,1157.1,3,1,2018-08-01
3281,42.0,Guns of Boom,1075.0,4,2,2018-08-01
3282,43.0,Under Night In-Birth EXE: Late[st],1050.0,3,1,2018-08-01
3283,44.0,Lichess,1000.0,5,1,2018-08-01
3284,45.0,StarCraft: Remastered,877.95,4,2,2018-08-01
3285,46.0,Pokkén Tournament DX,770.0,4,1,2018-08-01
3286,47.0,osu!,500.0,4,1,2018-08-01
3287,48.0,Quake Live,500.0,2,1,2018-08-01
3288,49.0,QuakeWorld,475.28,5,2,2018-08-01
3289,50.0,TrackMania 2: Stadium,457.4,8,2,2018-08-01
3290,51.0,Age of Empires Online,448.0,6,1,2018-08-01
3291,52.0,Sailor Moon S,320.0,4,1,2018-08-01
3292,53.0,Street Fighter X Tekken,300.0,3,1,2018-08-01
3293,54.0,rFactor 2,100.0,1,1,2018-08-01
3294,55.0,Clash Royale,0.0,3,1,2018-08-01
3295,1.0,Fortnite,2860985.77,250,23,2018-09-01
3296,2.0,Counter-Strike: Global Offensive,2404804.8,789,72,2018-09-01
3297,3.0,League of Legends,1991541.98,762,20,2018-09-01
3298,4.0,Overwatch,1169777.84,559,12,2018-09-01
3299,5.0,Heroes of the Storm,1071180.8,149,6,2018-09-01
3300,6.0,PLAYERUNKNOWN’S BATTLEGROUNDS,626320.66,340,10,2018-09-01
3301,7.0,Hearthstone,387854.69,249,12,2018-09-01
3302,8.0,StarCraft II,330547.83,155,53,2018-09-01
3303,9.0,Gears of War 4,250000.0,19,1,2018-09-01
3304,10.0,Gwent,200000.0,13,2,2018-09-01
3305,11.0,Call of Duty: WWII,177740.0,8,2,2018-09-01
3306,12.0,Halo 5: Guardians,139000.0,32,3,2018-09-01
3307,13.0,Blade & Soul,116912.09,24,1,2018-09-01
3308,14.0,Street Fighter V: Arcade Edition,109600.12,38,9,2018-09-01
3309,15.0,World of WarCraft,96000.0,77,6,2018-09-01
3310,16.0,Point Blank,87102.7,35,2,2018-09-01
3311,17.0,Rainbow Six Siege,82439.86,169,9,2018-09-01
3312,18.0,StarCraft: Remastered,77038.81,29,5,2018-09-01
3313,19.0,Forza Motorsport 7,75000.0,12,1,2018-09-01
3314,20.0,Onward,60000.0,21,1,2018-09-01
3315,21.0,Battalion 1944,50000.0,15,1,2018-09-01
3316,22.0,Warface,46060.0,20,1,2018-09-01
3317,23.0,Echo Arena,38000.0,12,1,2018-09-01
3318,24.0,Dota 2,37146.0,113,10,2018-09-01
3319,25.0,Old School Runescape,32000.0,4,1,2018-09-01
3320,26.0,FIFA Online 4,30333.67,16,1,2018-09-01
3321,27.0,Rocket League,30020.95,122,20,2018-09-01
3322,28.0,Brawlhalla,26808.0,62,13,2018-09-01
3323,29.0,Arena of Valor,24074.01,61,4,2018-09-01
3324,30.0,Tekken 7,20254.78,18,6,2018-09-01
3325,31.0,SMITE,20000.0,16,1,2018-09-01
3326,32.0,Super Smash Bros. Melee,19645.0,32,6,2018-09-01
3327,33.0,iRacing.com,19215.0,18,2,2018-09-01
3328,34.0,WarCraft III,18906.16,25,7,2018-09-01
3329,35.0,Super Smash Bros. for Wii U,16991.41,55,14,2018-09-01
3330,36.0,Dragon Ball FighterZ,13110.0,21,4,2018-09-01
3331,37.0,Quake Champions,12933.7,59,23,2018-09-01
3332,38.0,Sprint Vector,11750.0,8,1,2018-09-01
3333,39.0,Paladins,10500.0,63,3,2018-09-01
3334,40.0,Gran Turismo Sport,10080.0,10,1,2018-09-01
3335,41.0,Attack on Titan Tribute Game,10000.0,8,1,2018-09-01
3336,42.0,Injustice 2,10000.0,8,1,2018-09-01
3337,43.0,Mobile Legends: Bang Bang,10000.0,47,1,2018-09-01
3338,44.0,The Unspoken,8250.0,4,1,2018-09-01
3339,45.0,Age of Empires II,6094.38,28,9,2018-09-01
3340,46.0,Battlefield 4,5750.49,20,1,2018-09-01
3341,47.0,Company of Heroes 2,4400.0,8,1,2018-09-01
3342,48.0,TrackMania 2: Stadium,3594.67,11,3,2018-09-01
3343,49.0,BlazBlue: Cross Tag Battle,3240.0,8,1,2018-09-01
3344,50.0,Under Night In-Birth EXE: Late[st],3030.0,11,2,2018-09-01
3345,51.0,Guilty Gear Xrd REV 2,2490.0,11,2,2018-09-01
3346,52.0,BlazBlue: Central Fiction,1650.0,11,2,2018-09-01
3347,53.0,Lichess,1500.0,5,1,2018-09-01
3348,54.0,Chess.com,1400.0,5,1,2018-09-01
3349,55.0,Fighting EX Layer,970.0,6,2,2018-09-01
3350,56.0,Soul Calibur VI,810.0,3,1,2018-09-01
3351,57.0,Guns of Boom,700.0,4,1,2018-09-01
3352,58.0,Marvel vs. Capcom: Infinite,680.0,6,2,2018-09-01
3353,59.0,Koihime Enbu,590.0,3,1,2018-09-01
3354,60.0,Skullgirls 2nd Encore,570.0,3,1,2018-09-01
3355,61.0,ARMS,563.0,16,7,2018-09-01
3356,62.0,Melty Blood: Actress Again Current Code,500.0,3,1,2018-09-01
3357,63.0,Guilty Gear XX Accent Core Plus R,440.0,3,1,2018-09-01
3358,64.0,SNK Heroines: Tag Team Frenzy,430.0,3,1,2018-09-01
3359,65.0,Sailor Moon S,400.0,3,1,2018-09-01
3360,66.0,Project M,371.65,12,4,2018-09-01
3361,67.0,Windjammers,320.0,3,1,2018-09-01
3362,68.0,Age of Mythology,315.0,7,2,2018-09-01
3363,69.0,Street Fighter Alpha 2,300.0,3,1,2018-09-01
3364,70.0,Street Fighter Alpha 3,300.0,3,1,2018-09-01
3365,71.0,Super Smash Bros.,278.16,6,2,2018-09-01
3366,72.0,Vampire Savior,250.0,3,1,2018-09-01
3367,73.0,Dead or Alive 5: Last Round,240.0,3,1,2018-09-01
3368,74.0,TrackMania Nations Forever,235.2,3,1,2018-09-01
3369,75.0,Pokkén Tournament DX,230.0,3,1,2018-09-01
3370,76.0,Catherine,210.0,3,1,2018-09-01
3371,77.0,Super Street Fighter II Turbo,210.0,3,1,2018-09-01
3372,78.0,Street Fighter X Tekken,200.0,3,1,2018-09-01
3373,79.0,King of Fighters XIV,170.0,3,1,2018-09-01
3374,80.0,Arcana Heart 3: Love Max Six Stars!!!!!,160.0,3,1,2018-09-01
3375,81.0,Street Fighter III: 3rd Strike,160.0,3,1,2018-09-01
3376,82.0,Age of Empires III,50.0,1,1,2018-09-01
3377,83.0,Call of Duty: Black Ops 4,0.0,0,1,2018-09-01
3378,84.0,Pro Evolution Soccer 2018,0.0,6,1,2018-09-01
3379,1.0,Fortnite,8898886.68,713,37,2018-10-01
3380,2.0,Counter-Strike: Global Offensive,1381294.21,1043,78,2018-10-01
3381,3.0,Dota 2,1099581.5,465,32,2018-10-01
3382,4.0,Rocket League,647589.76,265,24,2018-10-01
3383,5.0,Hearthstone,531630.92,96,9,2018-10-01
3384,6.0,PLAYERUNKNOWN’S BATTLEGROUNDS,464796.21,278,13,2018-10-01
3385,7.0,Heroes of the Storm,425000.0,40,1,2018-10-01
3386,8.0,Clash Royale,406761.68,58,3,2018-10-01
3387,9.0,CrossFire,334875.4,70,1,2018-10-01
3388,10.0,Arena of Valor,295192.4,112,3,2018-10-01
3389,11.0,Call of Duty: Blackout,275000.0,23,3,2018-10-01
3390,12.0,CrossFire Mobile,187642.0,0,1,2018-10-01
3391,13.0,Rainbow Six Siege,174396.44,197,11,2018-10-01
3392,14.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,170069.08,60,4,2018-10-01
3393,15.0,League of Legends,142122.31,318,15,2018-10-01
3394,16.0,Forza Motorsport 7,100000.0,24,1,2018-10-01
3395,17.0,Mobile Legends: Bang Bang,92400.0,59,1,2018-10-01
3396,18.0,iRacing.com,79992.0,44,5,2018-10-01
3397,19.0,Street Fighter V: Arcade Edition,72127.72,32,6,2018-10-01
3398,20.0,StarCraft: Remastered,71821.01,35,3,2018-10-01
3399,21.0,Quake Champions,62754.87,24,8,2018-10-01
3400,22.0,FIFA 19,61318.69,26,5,2018-10-01
3401,23.0,Overwatch,47343.89,248,9,2018-10-01
3402,24.0,Summoners War: Sky Arena,40000.0,2,1,2018-10-01
3403,25.0,StarCraft II,39716.41,111,47,2018-10-01
3404,26.0,Attack on Titan Tribute Game,36000.0,24,1,2018-10-01
3405,27.0,Tekken 7,25629.16,21,6,2018-10-01
3406,28.0,Gwent,25000.0,8,1,2018-10-01
3407,29.0,Paladins,24500.0,79,4,2018-10-01
3408,30.0,World of WarCraft,20000.0,24,2,2018-10-01
3409,31.0,Super Smash Bros. Melee,17944.1,43,7,2018-10-01
3410,32.0,Project Cars 2,16800.0,6,1,2018-10-01
3411,33.0,Brawlhalla,16700.0,78,14,2018-10-01
3412,34.0,Assetto Corsa,15000.0,8,1,2018-10-01
3413,35.0,Dragon Ball FighterZ,13530.0,14,3,2018-10-01
3414,36.0,World of Tanks Blitz,10000.0,0,1,2018-10-01
3415,37.0,Heroes of Newerth,9123.59,5,1,2018-10-01
3416,38.0,Call of Duty: Black Ops 4,9085.0,40,6,2018-10-01
3417,39.0,Halo 5: Guardians,8000.0,19,4,2018-10-01
3418,40.0,WarCraft III,7756.32,18,3,2018-10-01
3419,41.0,Age of Empires II,7276.64,37,7,2018-10-01
3420,42.0,King of Fighters XIV,7000.0,2,1,2018-10-01
3421,43.0,TrackMania 2: Stadium,6614.53,17,4,2018-10-01
3422,44.0,Super Smash Bros. for Wii U,6391.08,40,14,2018-10-01
3423,45.0,rFactor 2,4752.26,29,1,2018-10-01
3424,46.0,FIFA Online 4,4285.21,4,1,2018-10-01
3425,47.0,Call of Duty: WWII,3898.1,12,1,2018-10-01
3426,48.0,NHL 19,2500.0,1,1,2018-10-01
3427,49.0,Archangel Hellfire,2000.0,8,2,2018-10-01
3428,50.0,osu!,1620.0,18,1,2018-10-01
3429,51.0,Age of Empires III,1500.0,4,1,2018-10-01
3430,52.0,Tetris,1500.0,2,1,2018-10-01
3431,53.0,Chess.com,1400.0,13,1,2018-10-01
3432,54.0,Injustice 2,1272.59,7,2,2018-10-01
3433,55.0,Lichess,1225.0,7,2,2018-10-01
3434,56.0,Guns of Boom,1175.0,4,3,2018-10-01
3435,57.0,Soul Calibur VI,1110.0,3,1,2018-10-01
3436,58.0,Super Smash Bros.,1060.0,15,2,2018-10-01
3437,59.0,Black Squad,1035.48,26,4,2018-10-01
3438,60.0,Sailor Moon S,763.0,3,1,2018-10-01
3439,61.0,BlazBlue: Cross Tag Battle,560.0,3,1,2018-10-01
3440,62.0,Guilty Gear Xrd REV 2,550.0,3,1,2018-10-01
3441,63.0,Super Street Fighter II Turbo,250.0,3,1,2018-10-01
3442,64.0,Street Fighter Alpha 2,230.0,3,1,2018-10-01
3443,65.0,Street Fighter III: 3rd Strike,200.0,3,1,2018-10-01
3444,66.0,Marvel vs. Capcom: Infinite,190.0,3,1,2018-10-01
3445,67.0,Fighting EX Layer,180.0,3,1,2018-10-01
3446,68.0,Street Fighter EX2 Plus,160.0,3,1,2018-10-01
3447,69.0,Capcom vs. SNK 2,150.0,3,1,2018-10-01
3448,70.0,ARMS,130.0,5,2,2018-10-01
3449,71.0,Vampire Savior,110.0,3,1,2018-10-01
3450,72.0,Artifact Classic,100.0,2,1,2018-10-01
3451,1.0,League of Legends,6680982.54,362,15,2018-11-01
3452,2.0,Counter-Strike: Global Offensive,2523397.78,999,168,2018-11-01
3453,3.0,Dota 2,1435905.88,291,16,2018-11-01
3454,4.0,Heroes of the Storm,1000000.0,60,2,2018-11-01
3455,5.0,StarCraft II,766223.9,73,32,2018-11-01
3456,6.0,PLAYERUNKNOWN’S BATTLEGROUNDS,668848.99,311,17,2018-11-01
3457,7.0,Rocket League,527101.39,182,34,2018-11-01
3458,8.0,Hearthstone,440932.77,220,9,2018-11-01
3459,9.0,Arena of Valor,385350.82,145,5,2018-11-01
3460,10.0,Halo 5: Guardians,304000.0,48,3,2018-11-01
3461,11.0,Paladins,300000.0,41,1,2018-11-01
3462,12.0,World of WarCraft,280000.0,48,1,2018-11-01
3463,13.0,FIFA Online 4,240000.0,36,1,2018-11-01
3464,14.0,Clash Royale,230000.0,39,2,2018-11-01
3465,15.0,Rainbow Six Siege,228652.28,180,10,2018-11-01
3466,16.0,F1 2018,200000.0,21,1,2018-11-01
3467,17.0,Fortnite,167586.1,153,23,2018-11-01
3468,18.0,Overwatch,143008.0,119,2,2018-11-01
3469,19.0,Attack on Titan Tribute Game,139750.0,33,4,2018-11-01
3470,20.0,Point Blank,105697.19,49,2,2018-11-01
3471,21.0,Brawlhalla,101150.0,62,9,2018-11-01
3472,22.0,Mobile Legends: Bang Bang,100400.0,57,1,2018-11-01
3473,23.0,Gears of War 4,100000.0,5,1,2018-11-01
3474,24.0,Guns of Boom,100000.0,4,1,2018-11-01
3475,25.0,Injustice 2,100000.0,16,1,2018-11-01
3476,26.0,Super Smash Bros. Melee,79751.2,31,5,2018-11-01
3477,27.0,Street Fighter V: Arcade Edition,62500.0,34,5,2018-11-01
3478,28.0,SMITE,50000.0,50,2,2018-11-01
3479,29.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,45000.0,12,1,2018-11-01
3480,30.0,Old School Runescape,28500.0,8,1,2018-11-01
3481,31.0,Call of Duty: Black Ops 4,27886.95,74,14,2018-11-01
3482,32.0,FIFA 19,27299.52,13,5,2018-11-01
3483,33.0,Super Smash Bros. for Wii U,23133.85,62,26,2018-11-01
3484,34.0,Call of Duty: Blackout,20000.0,6,1,2018-11-01
3485,35.0,Age of Empires II,16818.0,39,6,2018-11-01
3486,36.0,Quake Champions,13670.0,42,13,2018-11-01
3487,37.0,Artifact Classic,10175.0,11,2,2018-11-01
3488,38.0,Tekken 7,9635.93,15,4,2018-11-01
3489,39.0,CrossFire,9000.0,50,1,2018-11-01
3490,40.0,StarCraft: Brood War,6613.98,16,1,2018-11-01
3491,41.0,Dragon Ball FighterZ,6155.46,12,2,2018-11-01
3492,42.0,Forza Motorsport 7,5000.0,5,1,2018-11-01
3493,43.0,Soul Calibur VI,3191.0,11,2,2018-11-01
3494,44.0,WarCraft III,2224.48,13,4,2018-11-01
3495,45.0,BlazBlue: Cross Tag Battle,1880.0,10,2,2018-11-01
3496,46.0,iRacing.com,1800.0,5,1,2018-11-01
3497,47.0,Black Squad,1590.32,28,5,2018-11-01
3498,48.0,Under Night In-Birth EXE: Late[st],1430.0,8,1,2018-11-01
