,unnamed: 0.1,publishedat,channeltitle,duration,viewcount,likecount,commentcount,juego
2247,2247,2014-07-22,League of Legends,420.0,3396527,50506.0,5873.0,League of Legends
2248,2248,2014-07-10,videogamedunkey,175.0,2587966,30848.0,1576.0,League of Legends
2249,2249,2014-07-11,FireMageAl,301.0,2476929,22418.0,1815.0,League of Legends
2250,2250,2014-07-25,videogamedunkey,58.0,2230746,30671.0,1119.0,League of Legends
2251,2251,2014-07-23,DarkPlayer GamingTV,652.0,1949227,16626.0,589.0,League of Legends
2252,2252,2014-07-16,Escardi Fandubs,215.0,1922872,24339.0,1162.0,League of Legends
2253,2253,2014-07-22,League of Legends - España,392.0,1674824,24595.0,2602.0,League of Legends
2254,2254,2014-07-05,Dante Axe,111.0,1558058,18190.0,586.0,League of Legends
2255,2255,2014-07-19,Dante Axe,80.0,1456593,16164.0,460.0,League of Legends
2256,2256,2014-07-22,League of Legends RU,387.0,1452330,25393.0,2032.0,League of Legends
2257,2257,2014-07-26,Nplagma,364.0,1317142,7652.0,726.0,League of Legends
2258,2258,2014-07-29,SkinSpotlights,131.0,1235440,5345.0,1315.0,League of Legends
2259,2259,2014-07-08,CooLifeGame,161.0,1078711,28458.0,7476.0,League of Legends
2260,2260,2014-07-31,SkinSpotlights,148.0,954630,4573.0,753.0,League of Legends
2261,2261,2014-07-22,PersianMG,29.0,951098,7904.0,366.0,League of Legends
2262,2262,2014-07-19,MrMaikAp,130.0,926856,388.0,94.0,League of Legends
2263,2263,2014-07-22,GameSpot,392.0,924408,10122.0,658.0,League of Legends
2264,2264,2014-07-29,SkinSpotlights,125.0,911398,4244.0,793.0,League of Legends
2265,2265,2014-07-02,SkinSpotlights,107.0,840623,4105.0,1111.0,League of Legends
2266,2266,2014-07-25,Fusive,219.0,813415,9186.0,666.0,League of Legends
2267,2267,2014-07-17,SkinSpotlights,154.0,791353,2899.0,524.0,League of Legends
2268,2268,2014-07-29,SkinSpotlights,136.0,780568,3393.0,900.0,League of Legends
2269,2269,2014-07-17,SkinSpotlights,179.0,723604,2978.0,668.0,League of Legends
2270,2270,2014-07-13,Protatomonster,275.0,673697,10045.0,15088.0,League of Legends
2271,2271,2014-07-18,Sky Williams,193.0,665251,16234.0,1316.0,League of Legends
2272,2272,2014-07-04,Redmercy,2030.0,628128,5386.0,1584.0,League of Legends
2273,2273,2014-07-29,SkinSpotlights,114.0,603281,2461.0,629.0,League of Legends
2274,2274,2014-07-22,League of Legends - Germany,392.0,598031,9824.0,973.0,League of Legends
2275,2275,2014-07-25,Kim Do,136.0,592801,3687.0,312.0,League of Legends
2276,2276,2014-07-04,SkinSpotlights,139.0,530677,2311.0,413.0,League of Legends
2277,2277,2014-07-22,SmokedMeatwad,335.0,525641,4665.0,355.0,League of Legends
2278,2278,2014-07-29,SkinSpotlights,177.0,503104,1428.0,346.0,League of Legends
2279,2279,2014-07-29,SkinSpotlights,131.0,495552,2476.0,251.0,League of Legends
2280,2280,2014-07-17,SkinSpotlights,84.0,493202,1524.0,811.0,League of Legends
2281,2281,2014-07-25,Gen Doukeshi,940.0,475782,4487.0,412.0,League of Legends
2282,2282,2014-07-02,SkinSpotlights,116.0,435378,1860.0,320.0,League of Legends
2283,2283,2014-07-30,Fandom Games,233.0,428716,2350.0,1238.0,League of Legends
2284,2284,2014-07-06,Redmercy,453.0,409206,5834.0,730.0,League of Legends
2285,2285,2014-07-04,SkinSpotlights,194.0,402833,1724.0,243.0,League of Legends
2286,2286,2014-07-22,Nadia Andino,1203.0,396070,3462.0,1181.6572801430327,League of Legends
2287,2287,2014-07-14,MagikarpUsedFly,73.0,384514,3282.0,150.0,League of Legends
2288,2288,2014-07-19,Gaming Nation,341.0,383751,1086.0,82.0,League of Legends
2289,2289,2014-07-07,RossBoomsocks,142.0,374705,7353.0,258.0,League of Legends
2290,2290,2014-07-30,Redmercy,1775.0,353333,3220.0,965.0,League of Legends
2291,2291,2014-07-02,PJAH,153.0,341061,2558.0,1181.6572801430327,League of Legends
2292,2292,2014-07-21,Adro Montana,252.0,294575,4589.0,321.0,League of Legends
2293,2293,2014-07-22,CommunityGame,774.0,285653,1012.0,137.0,League of Legends
2294,2294,2014-07-22,Redmercy,359.0,283826,3881.0,771.0,League of Legends
2295,2295,2014-07-30,xChinNin,226.0,282492,2661.0,1181.6572801430327,League of Legends
2296,2296,2014-07-29,SkinSpotlights,133.0,268715,428.0,86.0,League of Legends
2297,2297,2014-07-11,Anklespankin,1834.0,267936,4210.0,681.0,League of Legends
2298,2298,2014-07-04,TravagGames,52.0,248580,1303.0,80.0,League of Legends
2299,2299,2014-07-24,TravagGames,245.0,247829,3468.0,895.0,League of Legends
2300,2300,2014-07-07,Legend,2394.0,240349,2681.0,264.0,League of Legends
2301,2301,2014-07-29,SkinSpotlights,150.0,229612,579.0,135.0,League of Legends
2302,2302,2014-07-25,Anklespankin,1692.0,226647,4471.0,692.0,League of Legends
2303,2303,2014-07-27,rizenvisual,111.0,225215,1802.0,67.0,League of Legends
2304,2304,2014-07-30,CheezItsAreYummy,147.0,222233,4503.0,244.0,League of Legends
2305,2305,2014-07-01,Redmercy,304.0,217359,3897.0,881.0,League of Legends
2306,2306,2014-07-29,SkinSpotlights,140.0,214320,523.0,46.0,League of Legends
2307,2307,2014-07-09,Anklespankin,2654.0,209165,2759.0,786.0,League of Legends
2308,2308,2014-07-30,Remus,402.0,207210,941.0,537.0,League of Legends
2309,2309,2014-07-08,HIGH_,81.0,190809,411.0,71.0,League of Legends
2310,2310,2014-07-04,TheGAM3Report1,1240.0,190812,507.0,170.0,League of Legends
2311,2311,2014-07-19,Gbay99,537.0,188320,4293.0,811.0,League of Legends
2312,2312,2014-07-29,LoLeaks,65.0,188080,1735.0,1511.0,League of Legends
2313,2313,2014-07-27,ThePeacePigeon,80.0,187611,5858.0,494.0,League of Legends
2314,2314,2014-07-11,Redmercy,267.0,186653,4250.0,896.0,League of Legends
2315,2315,2014-07-28,Anklespankin,2199.0,178605,2758.0,377.0,League of Legends
2316,2316,2014-07-02,Akinola Verissimo,241.0,173169,4993.0,414.0,League of Legends
2317,2317,2014-07-05,KNekroGamer,2601.0,168392,7880.0,678.0,League of Legends
2318,2318,2014-07-22,League of Legends - Hungary,392.0,167201,2226.0,311.0,League of Legends
2319,2319,2014-07-29,Fuego95 AMVs,325.0,167444,2183.0,53.0,League of Legends
2320,2320,2014-07-22,Joystiq,387.0,165829,1461.0,99.0,League of Legends
2321,2321,2014-07-23,Einoow,158.0,157929,3400.0,380.0,League of Legends
2322,2322,2014-09-17,League of Legends,171.0,389620019,3402480.0,115240.0,League of Legends
2323,2323,2014-09-16,League of Legends,210.0,5776471,71655.0,5189.0,League of Legends
2324,2324,2014-09-30,videogamedunkey,237.0,3772012,37673.0,2159.0,League of Legends
2325,2325,2014-09-03,videogamedunkey,199.0,3317886,33041.0,1528.0,League of Legends
2326,2326,2014-09-18,ItsAYou,171.0,2700612,20477.0,1056.0,League of Legends
2327,2327,2014-09-10,League of Legends,203.0,2297112,32811.0,3275.0,League of Legends
2328,2328,2014-09-08,LoL Esports,1400.0,2134165,21391.0,1633.0,League of Legends
2329,2329,2014-09-25,League of Legends,40.0,2037394,27077.0,2938.0,League of Legends
2330,2330,2014-09-02,MLZ Studios,398.0,2020129,9101.0,908.0,League of Legends
2331,2331,2014-09-07,Dante Axe,101.0,1348556,18007.0,992.0,League of Legends
2332,2332,2014-09-10,League of Legends,109.0,1336880,8397.0,947.0,League of Legends
2333,2333,2014-09-15,LoL Esports,1111.0,1269123,11119.0,1772.0,League of Legends
2334,2334,2014-09-18,Luxy,196.0,857171,2504.0,256.0,League of Legends
2335,2335,2014-09-28,Protatomonster,297.0,820004,6756.0,509.0,League of Legends
2336,2336,2014-09-23,OPLOLReplay,824.0,762205,2224.0,101.0,League of Legends
2337,2337,2014-09-13,Protatomonster,296.0,727817,6455.0,11212.0,League of Legends
2338,2338,2014-09-04,Protatomonster,305.0,715221,5381.0,1995.0,League of Legends
2339,2339,2014-09-24,Protatomonster,291.0,712378,6762.0,692.0,League of Legends
2340,2340,2014-09-15,Red Bull Gaming,362.0,690650,5641.0,353.0,League of Legends
2341,2341,2014-09-03,UberDanger,1620.0,665755,10002.0,2790.0,League of Legends
2342,2342,2014-09-23,Redmercy,454.0,626348,7385.0,965.0,League of Legends
2343,2343,2014-09-24,Caitlin De Ville,194.0,539953,6544.0,272.0,League of Legends
2344,2344,2014-09-25,SkinSpotlights,105.0,508245,1834.0,423.0,League of Legends
2345,2345,2014-09-18,League Of Logins,172.0,497245,3814.0,354.0,League of Legends
2346,2346,2014-09-20,EN8 Kirito,3678.0,485921,2963.0,175.0,League of Legends
2347,2347,2014-09-22,cakechieveables,26.0,461852,1453.0,131.0,League of Legends
2348,2348,2014-09-09,SkinSpotlights,106.0,451947,1421.0,337.0,League of Legends
2349,2349,2014-09-09,SkinSpotlights,213.0,437712,2080.0,321.0,League of Legends
2350,2350,2014-09-16,xChinNin,202.0,434144,4711.0,1181.6572801430327,League of Legends
2351,2351,2014-09-09,SkinSpotlights,128.0,431717,1976.0,710.0,League of Legends
2352,2352,2014-09-09,SkinSpotlights,217.0,414896,1773.0,296.0,League of Legends
2353,2353,2014-09-07,Minh Nhat Bui,355.0,413565,3486.0,307.0,League of Legends
2354,2354,2014-09-30,OPLOLReplay,593.0,398576,1286.0,184.0,League of Legends
2355,2355,2014-09-27,pinoytoygeek,245.0,395372,1667.0,175.0,League of Legends
2356,2356,2014-09-04,frostyNinja,207.0,392860,1523.0,333.0,League of Legends
2357,2357,2014-09-23,SkinSpotlights,163.0,362960,950.0,141.0,League of Legends
2358,2358,2014-09-15,IGN,551.0,346665,1605.0,342.0,League of Legends
2359,2359,2014-09-19,Alex Eiger,172.0,327161,2937.0,135.0,League of Legends
2360,2360,2014-09-23,SkinSpotlights,146.0,311191,1354.0,174.0,League of Legends
2361,2361,2014-09-24,Foxdrop,417.0,309025,3146.0,419.0,League of Legends
2362,2362,2014-09-13,Sandy Rojas,256.0,295113,5211.0,1181.6572801430327,League of Legends
2363,2363,2014-09-10,xChinNin,206.0,284908,3192.0,1181.6572801430327,League of Legends
2364,2364,2014-09-23,SkinSpotlights,136.0,280721,437.0,35.0,League of Legends
2365,2365,2014-09-14,Vallo Perroloco,306.0,258959,3167.0,375.0,League of Legends
2366,2366,2014-09-06,ZETAEME RAP,128.0,257499,3173.0,210.0,League of Legends
2367,2367,2014-09-08,Redmercy,376.0,247456,3908.0,744.0,League of Legends
2368,2368,2014-09-18,Taioo,157.0,234146,3654.0,289.0,League of Legends
2369,2369,2014-09-23,SkinSpotlights,151.0,223984,399.0,39.0,League of Legends
2370,2370,2014-09-11,SkinSpotlights,146.0,219670,1251.0,254.0,League of Legends
2371,2371,2014-09-11,SkinSpotlights,98.0,211437,1063.0,235.0,League of Legends
2372,2372,2014-09-25,SkinSpotlights,132.0,199208,736.0,196.0,League of Legends
2373,2373,2014-09-23,SkinSpotlights,127.0,195164,295.0,78.0,League of Legends
2374,2374,2014-09-16,LeagueVoices,183.0,192546,5407.0,355.0,League of Legends
2375,2375,2014-09-25,SkinSpotlights,122.0,188047,726.0,234.0,League of Legends
2376,2376,2014-09-17,frostyNinja,172.0,184138,1729.0,134.0,League of Legends
2377,2377,2014-09-23,SkinSpotlights,144.0,175525,315.0,33.0,League of Legends
2378,2378,2014-09-02,OPLOLReplay,549.0,171986,1095.0,65.0,League of Legends
2379,2379,2014-09-11,SkinSpotlights,85.0,168053,717.0,120.0,League of Legends
2380,2380,2014-09-23,SkinSpotlights,162.0,167912,333.0,52.0,League of Legends
2381,2381,2014-09-14,ZETAEME RAP,140.0,154500,2007.0,141.0,League of Legends
2382,2382,2014-09-30,Skill Capped Challenger LoL Guides,767.0,152966,850.0,151.0,League of Legends
2383,2383,2014-09-09,SkinSpotlights,133.0,142409,219.0,42.0,League of Legends
2384,2384,2014-09-28,Legend,2292.0,137588,1866.0,248.0,League of Legends
2385,2385,2014-09-25,SkinSpotlights,130.0,136266,608.0,102.0,League of Legends
2386,2386,2014-09-15,League of Legends - Germany,548.0,131205,2220.0,219.0,League of Legends
2387,2387,2014-09-15,DaniRayeMakeup,381.0,128330,2353.0,103.0,League of Legends
2388,2388,2014-09-29,ITHowToAsap,69.0,126411,1299.0,739.0,League of Legends
2389,2389,2014-09-02,OPLOLReplay,634.0,118501,584.0,141.0,League of Legends
2390,2390,2014-09-07,Gbay99,349.0,116200,3004.0,654.0,League of Legends
2391,2391,2014-09-09,SkinSpotlights,129.0,112786,181.0,40.0,League of Legends
2392,2392,2014-09-18,IGN,171.0,107978,1828.0,197.0,League of Legends
2393,2393,2014-09-10,KNekroGamer,1451.0,104725,4132.0,271.0,League of Legends
2394,2394,2014-09-12,The Catacroquer,438.0,96382,3546.0,378.0,League of Legends
2395,2395,2014-09-09,Nplagma,104.0,90991,343.0,59.0,League of Legends
2396,2396,2014-09-16,LeagueVoices,153.0,90593,2225.0,168.0,League of Legends
2397,2397,2014-10-06,videogamedunkey,173.0,3934497,46056.0,3116.0,League of Legends
2398,2398,2014-10-12,videogamedunkey,181.0,3800545,45739.0,1619.0,League of Legends
2399,2399,2014-10-06,League of Legends,530.0,3360861,36152.0,6915.0,League of Legends
2400,2400,2014-10-02,Protatomonster,267.0,1737743,8293.0,5982.0,League of Legends
2401,2401,2014-10-11,CooLifeGame,179.0,1618235,59248.0,1645.0,League of Legends
2402,2402,2014-10-09,Protatomonster,328.0,1378055,7616.0,487.0,League of Legends
2403,2403,2014-10-20,Protatomonster,382.0,942560,7153.0,4864.0,League of Legends
2404,2404,2014-10-08,SkinSpotlights,104.0,886872,3851.0,1291.0,League of Legends
2405,2405,2014-10-26,Protatomonster,407.0,840049,12288.0,1260.0,League of Legends
2406,2406,2014-10-19,EpicSkillshot - LoL VOD Library,183.0,802012,11162.0,353.0,League of Legends
2407,2407,2014-10-21,CooLifeGame,471.0,778937,21829.0,3211.0,League of Legends
2408,2408,2014-10-19,EpicSkillshot - LoL VOD Library,662.0,622970,2837.0,535.0,League of Legends
2409,2409,2014-10-24,kylelandry,202.0,563515,12308.0,1039.0,League of Legends
2410,2410,2014-10-08,SkinSpotlights,100.0,554335,2548.0,773.0,League of Legends
2411,2411,2014-10-07,SkinSpotlights,157.0,527276,2000.0,527.0,League of Legends
2412,2412,2014-10-22,F5in,7.0,510994,1277.0,195.0,League of Legends
2413,2413,2014-10-19,The Catacroquer,273.0,482510,8644.0,747.0,League of Legends
2414,2414,2014-10-13,Redmercy,580.0,477483,7560.0,1281.0,League of Legends
2415,2415,2014-10-11,SkinSpotlights,112.0,356331,1606.0,621.0,League of Legends
2416,2416,2014-10-08,frostyNinja,178.0,337253,1599.0,206.0,League of Legends
2417,2417,2014-10-28,shocknickfilms,137.0,306058,3260.0,135.0,League of Legends
2418,2418,2014-10-10,Snuuk,29.0,265292,1581.0,106.0,League of Legends
2419,2419,2014-10-22,Rushed,136.0,257892,4984.0,395.0,League of Legends
2420,2420,2014-10-01,Redmercy,410.0,253871,4680.0,2138.0,League of Legends
2421,2421,2014-10-22,The Catacroquer,176.0,246026,5177.0,800.0,League of Legends
2422,2422,2014-10-05,Mehtes Movies,435.0,240450,874.0,24.0,League of Legends
2423,2423,2014-10-11,LoLeaks,1219.0,234852,630.0,295.0,League of Legends
2424,2424,2014-10-01,Jada Developer,304.0,228450,696.0,967.0,League of Legends
2425,2425,2014-10-07,SkinSpotlights,167.0,222652,412.0,81.0,League of Legends
2426,2426,2014-10-31,SkinSpotlights,174.0,208388,371.0,98.0,League of Legends
2427,2427,2014-10-17,Redmercy,221.0,205027,4993.0,723.0,League of Legends
2428,2428,2014-10-25,Moisés Nieto,177.0,195597,3364.0,362.0,League of Legends
2429,2429,2014-10-10,ZETAEME RAP,166.0,191059,2045.0,146.0,League of Legends
2430,2430,2014-10-21,ThePeacePigeon,62.0,189853,2616.0,243.0,League of Legends
2431,2431,2014-10-07,SkinSpotlights,170.0,176574,398.0,67.0,League of Legends
2432,2432,2014-10-24,Gamespilot,141.0,158901,584.0,28.0,League of Legends
2433,2433,2014-10-09,Akinola Verissimo,144.0,155037,4160.0,328.0,League of Legends
2434,2434,2014-10-26,petangames,840.0,139822,5899.0,699.0,League of Legends
2435,2435,2014-10-31,SkinSpotlights,168.0,110464,199.0,35.0,League of Legends
2436,2436,2014-10-24,The Catacroquer,303.0,103073,3747.0,320.0,League of Legends
2437,2437,2014-10-10,NeiLalwaysLeeT,68.0,102156,808.0,112.0,League of Legends
2438,2438,2014-10-10,The New York Times,18.0,96882,118.0,23.0,League of Legends
2439,2439,2014-10-27,Legend,1845.0,95510,1394.0,153.0,League of Legends
2440,2440,2014-10-05,The Catacroquer,922.0,92279,3362.0,474.0,League of Legends
2441,2441,2014-10-12,SkinShowCase,241.0,89329,246.0,35.0,League of Legends
2442,2442,2014-10-12,Animakelol,1217.0,88474,1997.0,204.0,League of Legends
2443,2443,2014-10-19,LoLstatsGG,324.0,87675,176.0,35.0,League of Legends
2444,2444,2014-10-04,Vallo Perroloco,644.0,86105,1465.0,76.0,League of Legends
2445,2445,2014-10-26,SkinShowCase,204.0,76542,327.0,49.0,League of Legends
2446,2446,2014-10-20,Jorojoro Games,496.0,74836,1521.0,164.0,League of Legends
2447,2447,2014-10-25,yellowpaco,125.0,70993,1503.0,92.0,League of Legends
2448,2448,2014-10-19,SkinShowCase,169.0,69596,227.0,32.0,League of Legends
2449,2449,2014-10-05,Adro Montana,150.0,63355,1109.0,111.0,League of Legends
2450,2450,2014-10-30,LoLeaks,163.0,62708,814.0,203.0,League of Legends
2451,2451,2014-10-03,Skill Capped Challenger LoL Guides,789.0,56792,392.0,152.0,League of Legends
2452,2452,2014-10-19,EpicSkillshot - LoL VOD Library,168.0,55850,579.0,76.0,League of Legends
2453,2453,2014-10-30,FireMageAl,42.0,55112,355.0,30.0,League of Legends
2454,2454,2014-10-05,J1VHD,2177.0,53988,434.0,83.0,League of Legends
2455,2455,2014-10-27,Adro Montana,222.0,48495,1075.0,102.0,League of Legends
2456,2456,2014-10-28,Lewis Talks,77.0,46111,335.0,52.0,League of Legends
2457,2457,2014-10-18,Dexter Manning,183.0,45975,1978.0,95.0,League of Legends
2458,2458,2014-10-14,PBS Game/Show,467.0,43186,1133.0,628.0,League of Legends
2459,2459,2014-10-01,Kiwiente,235.0,42039,483.0,64.0,League of Legends
2460,2460,2014-10-14,1dVideostagram,7227.0,41153,1489.0,332.0,League of Legends
2461,2461,2014-10-26,Remus,344.0,40969,421.0,136.0,League of Legends
2462,2462,2014-10-18,Steven17,119.0,35924,944.0,66.0,League of Legends
2463,2463,2014-10-03,TheSlaiferX000,900.0,35409,581.0,117.0,League of Legends
2464,2464,2014-11-26,videogamedunkey,179.0,4827391,62427.0,2600.0,League of Legends
2465,2465,2014-11-24,League of Legends,114.0,4632414,61675.0,12668.0,League of Legends
2466,2466,2014-11-20,League of Legends,97.0,4399914,56825.0,3234.0,League of Legends
2467,2467,2014-11-20,videogamedunkey,171.0,3847133,33589.0,998.0,League of Legends
2468,2468,2014-11-19,League of Legends,572.0,3584433,36997.0,5605.0,League of Legends
2469,2469,2014-11-07,Maydawa,422.0,2235002,53761.0,3001.0,League of Legends
2470,2470,2014-11-06,League of Legends,130.0,1398594,24968.0,4602.0,League of Legends
2471,2471,2014-11-20,SkinSpotlights,155.0,997144,3535.0,616.0,League of Legends
2472,2472,2014-11-13,Protatomonster,320.0,942838,5899.0,2418.0,League of Legends
2473,2473,2014-11-26,SkinSpotlights,172.0,789423,3086.0,848.0,League of Legends
2474,2474,2014-11-19,ThePeacePigeon,121.0,779157,14734.0,727.0,League of Legends
2475,2475,2014-11-16,CooLifeGame,395.0,775847,22091.0,2532.0,League of Legends
2476,2476,2014-11-09,Alex Daragiu,403.0,696628,19764.0,968.0,League of Legends
2477,2477,2014-11-20,SkinSpotlights,97.0,686971,3401.0,738.0,League of Legends
2478,2478,2014-11-26,SkinSpotlights,135.0,678033,2667.0,433.0,League of Legends
2479,2479,2014-11-05,SkinSpotlights,128.0,668061,2892.0,677.0,League of Legends
2480,2480,2014-11-21,SkinSpotlights,169.0,593563,2880.0,464.0,League of Legends
2481,2481,2014-11-20,League of Legends,680.0,585523,6344.0,1535.0,League of Legends
2482,2482,2014-11-05,SkinSpotlights,163.0,575734,1854.0,474.0,League of Legends
2483,2483,2014-11-16,ThePeacePigeon,38.0,570385,12007.0,551.0,League of Legends
2484,2484,2014-11-24,Anklespankin,2530.0,568200,5053.0,634.0,League of Legends
2485,2485,2014-11-20,SkinSpotlights,150.0,563262,2150.0,497.0,League of Legends
2486,2486,2014-11-20,SkinSpotlights,120.0,542440,2010.0,397.0,League of Legends
2487,2487,2014-11-20,Falconshield,225.0,495867,4415.0,306.0,League of Legends
2488,2488,2014-11-13,Anklespankin,1305.0,488513,3183.0,354.0,League of Legends
2489,2489,2014-11-05,SkinSpotlights,99.0,464706,1717.0,375.0,League of Legends
2490,2490,2014-11-05,LoLeaks,1785.0,460122,1009.0,415.0,League of Legends
2491,2491,2014-11-05,Falconshield,256.0,458048,3978.0,258.0,League of Legends
2492,2492,2014-11-18,SkinSpotlights,160.0,456349,1337.0,375.0,League of Legends
2493,2493,2014-11-05,SkinSpotlights,94.0,455827,1797.0,607.0,League of Legends
2494,2494,2014-11-05,SkinSpotlights,101.0,447512,1248.0,266.0,League of Legends
2495,2495,2014-11-04,Lewis Talks,103.0,416532,3440.0,2377.0,League of Legends
2496,2496,2014-11-12,CooLifeGame,206.0,416441,19261.0,656.0,League of Legends
2497,2497,2014-11-28,Redmercy,308.0,413423,6009.0,409.0,League of Legends
2498,2498,2014-11-22,Anklespankin,1643.0,402216,5079.0,677.0,League of Legends
2499,2499,2014-11-03,SkinSpotlights,141.0,395610,1782.0,363.0,League of Legends
2500,2500,2014-11-20,League of Legends,715.0,358909,4800.0,823.0,League of Legends
2501,2501,2014-11-02,CooLifeGame,295.0,358257,16868.0,2924.0,League of Legends
2502,2502,2014-11-14,OPLOLReplay,254.0,350175,1385.0,80.0,League of Legends
2503,2503,2014-11-15,Anklespankin,2299.0,348841,4161.0,557.0,League of Legends
2504,2504,2014-11-09,Redmercy,413.0,345284,7618.0,623.0,League of Legends
2505,2505,2014-11-14,Darkk Mane,184.0,322649,7707.0,479.0,League of Legends
2506,2506,2014-11-15,eunoia,216.0,317867,3018.0,216.0,League of Legends
2507,2507,2014-11-05,Nervarien,672.0,315863,4961.0,428.0,League of Legends
2508,2508,2014-11-05,SkinSpotlights,110.0,311510,1063.0,173.0,League of Legends
2509,2509,2014-11-18,SkinSpotlights,146.0,287442,763.0,126.0,League of Legends
2510,2510,2014-11-25,LoLeaks,1230.0,273109,510.0,185.0,League of Legends
2511,2511,2014-11-24,LoLeaks,72.0,256296,1406.0,164.0,League of Legends
2512,2512,2014-11-09,Spudgens,38.0,253341,439.0,49.0,League of Legends
2513,2513,2014-11-22,OPLOLReplay,542.0,245248,1166.0,110.0,League of Legends
2514,2514,2014-11-18,SkinSpotlights,190.0,243394,717.0,183.0,League of Legends
2515,2515,2014-11-21,Legend,1170.0,243326,2794.0,233.0,League of Legends
2516,2516,2014-11-18,SkinSpotlights,135.0,236364,400.0,116.0,League of Legends
2517,2517,2014-11-27,Legend,1568.0,232396,2911.0,277.0,League of Legends
2518,2518,2014-11-13,Falconshield,210.0,229783,2481.0,139.0,League of Legends
2519,2519,2014-11-29,Legend,2064.0,225446,2643.0,355.0,League of Legends
2520,2520,2014-11-30,MicrowaveSam,386.0,224015,660.0,306.0,League of Legends
2521,2521,2014-11-07,ZETAEME RAP,140.0,211270,2699.0,150.0,League of Legends
2522,2522,2014-11-17,Rojan CANAL VIEJO,438.0,206526,6461.0,720.0,League of Legends
2523,2523,2014-11-12,Redmercy,263.0,206409,6011.0,885.0,League of Legends
2524,2524,2014-11-18,SkinSpotlights,155.0,200671,444.0,51.0,League of Legends
2525,2525,2014-11-12,frostyNinja,145.0,199979,937.0,104.0,League of Legends
2526,2526,2014-11-18,Redmercy,639.0,191285,4164.0,414.0,League of Legends
2527,2527,2014-11-25,Legend,1524.0,181245,2418.0,190.0,League of Legends
2528,2528,2014-11-16,OxiChampion,112.0,181228,750.0,143.0,League of Legends
2529,2529,2014-11-07,Anklespankin,2703.0,178813,2591.0,569.0,League of Legends
2530,2530,2014-11-11,Anklespankin,1803.0,175288,2800.0,544.0,League of Legends
2531,2531,2014-11-26,Redmercy,1293.0,174207,2546.0,588.0,League of Legends
2532,2532,2014-11-29,Adro Montana,164.0,170881,2121.0,97.0,League of Legends
2533,2533,2014-11-13,ZETAEME RAP,134.0,170323,1781.0,87.0,League of Legends
2534,2534,2014-11-09,SkinShowCase,187.0,167125,428.0,51.0,League of Legends
2535,2535,2014-11-18,Anklespankin,2166.0,163575,2924.0,365.0,League of Legends
2536,2536,2014-11-09,Pants are Dragon,298.0,159903,884.0,69.0,League of Legends
2537,2537,2014-11-12,Morrito Senpai God,256.0,159394,3428.0,216.0,League of Legends
2538,2538,2014-11-16,SkinShowCase,238.0,158002,415.0,59.0,League of Legends
2539,2539,2014-11-05,Jeremy - Gaming Curios,129.0,155019,723.0,216.0,League of Legends
2540,2540,2014-11-02,WretchedOutkasts,168.0,153412,711.0,50.0,League of Legends
2541,2541,2014-11-13,FireMageAl,49.0,145282,549.0,82.0,League of Legends
2542,2542,2014-11-13,OPLOLReplay,398.0,144865,610.0,45.0,League of Legends
2543,2543,2014-11-03,Nolkyo,2505.0,140972,915.0,139.0,League of Legends
2544,2544,2014-11-19,Catharsis GX,521.0,139061,4852.0,368.0,League of Legends
2545,2545,2014-12-16,Fandom Games,212.0,10006728,165104.0,18206.0,League of Legends
2546,2546,2014-12-26,videogamedunkey,194.0,5255381,59598.0,2653.0,League of Legends
2547,2547,2014-12-05,videogamedunkey,184.0,4954950,45386.0,1737.0,League of Legends
2548,2548,2014-12-12,videogamedunkey,242.0,4710079,57078.0,2055.0,League of Legends
2549,2549,2014-12-16,League of Legends,79.0,2052551,26182.0,2625.0,League of Legends
2550,2550,2014-12-11,CooLifeGame,150.0,1516627,39495.0,3779.0,League of Legends
2551,2551,2014-12-23,Rosanna Pansino,403.0,1264799,19625.0,4326.0,League of Legends
2552,2552,2014-12-31,Protatomonster,342.0,1229472,7385.0,2979.0,League of Legends
2553,2553,2014-12-09,SkinSpotlights,139.0,964670,3875.0,933.0,League of Legends
2554,2554,2014-12-27,CooLifeGame,938.0,825568,17206.0,454.0,League of Legends
2555,2555,2014-12-30,dodged,605.0,697367,10406.0,623.0,League of Legends
2556,2556,2014-12-08,SkinSpotlights,205.0,628199,2272.0,379.0,League of Legends
2557,2557,2014-12-03,frostyNinja,147.0,512054,4979.0,556.0,League of Legends
2558,2558,2014-12-03,Redmercy,333.0,427140,5775.0,769.0,League of Legends
2559,2559,2014-12-15,CooLifeGame,449.0,409725,20707.0,418.0,League of Legends
2560,2560,2014-12-22,CooLifeGame,340.0,408731,24815.0,725.0,League of Legends
2561,2561,2014-12-14,The Catacroquer,338.0,408336,9563.0,550.0,League of Legends
2562,2562,2014-12-08,SkinSpotlights,169.0,376472,1252.0,240.0,League of Legends
2563,2563,2014-12-21,SeewiGG,316.0,364916,5862.0,489.0,League of Legends
2564,2564,2014-12-20,TheAngryHoneyBadger,417.0,318751,2109.0,175.0,League of Legends
2565,2565,2014-12-31,Redmercy,1824.0,313728,4852.0,710.0,League of Legends
2566,2566,2014-12-21,The Catacroquer,306.0,306177,8375.0,443.0,League of Legends
2567,2567,2014-12-04,Foxdrop,297.0,294591,2346.0,317.0,League of Legends
2568,2568,2014-12-28,The Catacroquer,316.0,284869,7560.0,573.0,League of Legends
