"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"78","","SOS","32984400","160860","53982","121","567","764","3","205.05",""
"79","","osu!","32681760","4149120","10894","175","16229","757","96","7.88",""
"80","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","32577840","1722240","4486","120","1471","755","39","18.92",""
"81","","Diablo II: Lord of Destruction","32453520","798060","10476","39","1062","752","18","40.67",""
"82","","The Elder Scrolls V: Skyrim","32371860","3742860","8647","166","11563","750","86","8.65",""
"83","","World of Warships","30554640","1845720","3689","92","3157","708","42","16.55",""
"84","","Worlds Adrift","30376020","455160","43814","47","685","704","10","66.74",""
"85","","The Legend of Zelda: Ocarina of Time","28276140","597240","5245","49","955","655","13","47.34",""
"86","","ARMS","28129140","552000","40901","282","2145","652","12","50.96",""
"87","","Blade & Soul","28113180","1873560","7444","85","2705","651","43","15.01",""
"88","","TrackMania 2: Stadium","27512880","163680","39339","34","558","637","3","168.09",""
"89","","Bloodborne","27400860","2105280","5636","91","6515","635","48","13.02",""
"90","","Dark Souls","27316380","1455120","4351","71","3381","633","33","18.77",""
"91","","RimWorld","26352960","1066020","16299","50","1998","610","24","24.72",""
"92","","Tom Clancy's The Division","26060340","4321740","5329","186","9172","604","100","6.03",""
"93","","The Legend of Zelda: A Link to the Past","25822740","1193400","4712","134","1236","598","27","21.64",""
"94","","Borderlands 2","25542420","1709100","17894","81","5209","592","39","14.94",""
"95","","The Walking Dead: A New Frontier","25262460","464340","23439","55","2347","585","10","54.41",""
"96","","Subnautica","24799440","652320","26735","52","1980","574","15","38.02",""
"97","","Warframe","24776820","3423360","8221","176","9031","574","79","7.24",""
"98","","Madden NFL 17","24760680","4891080","7491","346","13634","573","113","5.06",""
"99","","Fallout 4","24217620","4138320","3318","178","12719","561","95","5.85",""
"100","","Football Manager 2017","23867880","410820","4149","29","653","553","9","58.1",""
