"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"25","","Final Fantasy XIV Online","745409580","44728680","81651","5406","32353","16720","1003","16.67",""
"26","","Rocket League","705727320","41616600","262428","2215","114708","15830","933","16.96",""
"27","","Chess","644819220","3274920","231630","204","5316","14464","73","196.9",""
"28","","PUBG: BATTLEGROUNDS","599563260","25230420","112552","901","25772","13449","565","23.76",""
"29","","New World","565559520","17532960","75379","765","16563","12686","393","32.26",""
"30","","Super People","550416000","18936600","98888","981","35864","12346","424","29.07",""
"31","","Path of Exile","524230200","7371960","96982","714","5029","11759","165","71.11",""
"32","","Art","521085660","31160160","36935","1065","51234","11688","698","16.72",""
"33","","Clash Royale","507248520","5161320","220507","287","14763","11378","115","98.28",""
"34","","Overwatch","480210000","28663740","55187","1087","50636","10771","642","16.75",""
"35","","Lost Ark","468536100","10146240","181255","759","5526","10510","227","46.18",""
"36","","Tom Clancy's Rainbow Six Siege","461291220","34069020","54163","1586","69242","10347","764","13.54",""
"37","","Destiny 2","455988600","33883140","70948","4175","41106","10228","760","13.46",""
"38","","World of Tanks","448597920","10621740","48576","605","10153","10062","238","42.23",""
"39","","Rust","421186980","15318780","41718","927","20424","9447","343","27.49",""
"40","","Call of Duty: Vanguard","414614700","58158840","81073","2851","89714","9300","1304","7.13",""
"41","","Propnight","414376740","3738660","124168","231","9671","9295","83","110.84",""
"42","","Five Nights at Freddy's: Security Breach","363101160","8764260","182578","991","25264","8144","196","41.43",""
"43","","Icarus","356985600","10337760","81817","935","12648","8007","231","34.53",""
"44","","Crypto","355573500","5166540","51842","182","3064","7976","115","68.82",""
"45","","Talk Shows & Podcasts","347721420","9738840","78282","608","11915","7799","218","35.7",""
"46","","Among Us","345093480","9492720","294779","648","38709","7740","212","36.35",""
"47","","Project Zomboid","336463680","5708280","94550","425","9127","7547","128","58.94",""
"48","","Super Smash Bros. Ultimate","334520160","6116760","125323","368","12113","7503","137","54.69",""
"49","","Poker","315522300","4323600","57049","350","3543","7077","96","72.98",""
"50","","Phasmophobia","300600660","21304740","77456","1900","64256","6742","477","14.11",""
"51","","Age of Empires IV","293191740","3600840","47531","196","5191","6576","80","81.42",""
"52","","Black Desert","290689560","8176380","71812","364","6351","6520","183","35.55",""
"53","","I'm Only Sleeping","283880400","5473500","72413","291","4212","6367","122","51.86",""
"54","","Old School RuneScape","279779460","6202860","18844","232","5157","6275","139","45.1",""
"55","","Fall Guys","273722580","8069040","320033","505","30546","6140","181","33.92",""
"56","","Sea of Thieves","272548500","15703740","47241","855","26356","6113","352","17.36",""
"57","","Virtual Casino","272451660","1088400","102735","59","1359","6111","24","250.32",""
"58","","Retro","257321940","9721020","32617","353","9604","5772","218","26.47",""
"59","","SMITE","251479560","9889200","25123","454","12852","5641","221","25.43",""
"60","","DayZ","245486400","11660460","32021","527","13419","5506","261","21.05",""
"61","","NBA 2K22","239737980","22188780","40015","1247","29005","5377","497","10.8",""
"62","","Diablo III","234624540","5375160","39145","766","6581","5263","120","43.65",""
"63","","Animal Crossing: New Horizons","233645520","7678680","58371","365","14416","5241","172","30.43",""
"64","","Magic: The Gathering","225628200","3543900","19979","160","4717","5061","79","63.67",""
"65","","Garena Free Fire","224942280","10897320","41033","475","13665","5045","244","20.64",""
"66","","Super Mario 64","224512680","2554020","103029","128","4293","5036","57","87.91",""
"67","","VRChat","216314280","5886000","48264","315","10550","4852","132","36.75",""
"68","","Farming Simulator 22","211311420","11951520","52545","791","13319","4740","268","17.68",""
"69","","Battlefield 2042","200444460","17884620","35544","1094","30733","4496","401","11.21",""
"70","","Dark Souls III","192999780","10841100","56764","479","18598","4329","243","17.8",""
"71","","Call Of Duty: Modern Warfare","188355540","96742980","33616","5541","138571","4225","2170","1.95",""
"72","","Pools, Hot Tubs, and Beaches","187124220","2306040","27311","83","2611","4197","51","81.15",""
"73","","Games + Demos","175604820","22507560","78624","923","50166","3939","504","7.8",""
"74","","Travel & Outdoors","172662120","3611100","98773","119","3399","3873","81","47.81",""
"75","","Hunt: Showdown","172198440","12770340","32052","648","13283","3862","286","13.48",""
"76","","World of Warships","166699440","3949080","23674","175","3667","3739","88","42.21",""
"77","","Food & Drink","164010600","2384580","115805","126","7262","3679","53","68.78",""
"78","","Heroes of Might and Magic III: The Restoration of Erathia","162269640","1487580","20717","74","778","3639","33","109.08",""
"79","","7 Days to Die","160783800","11986560","16537","683","14732","3606","268","13.41",""
"80","","Mario Kart 8 Deluxe","154278540","1768380","299217","143","7443","3460","39","87.24",""
"81","","Ready or Not","151810080","2851140","116526","276","9233","3405","63","53.25",""
"82","","Dread Hunger","147896400","367320","42946","33","490","3317","8","402.64",""
"83","","Crab Game","144236580","4292940","124347","531","26835","3235","96","33.6",""
"84","","Dark Souls","142677540","5559060","24242","228","9500","3200","124","25.67",""
"85","","Super Smash Bros. Melee","141915360","1171680","87908","70","2104","3183","26","121.12",""
"86","","The Elder Scrolls V: Skyrim","141663420","5385660","29759","262","8067","3177","120","26.3",""
"87","","Roblox","140929020","22114560","70399","1042","54223","3161","496","6.37",""
"88","","Ark: Survival Evolved","132877860","15018300","12826","734","20401","2980","336","8.85",""
"89","","It Takes Two","130623180","4538520","139082","264","13500","2930","101","28.78",""
"90","","Mario Party Superstars","127185840","1580340","92039","125","5894","2852","35","80.48",""
"91","","The Binding of Isaac: Repentance","126582060","2990220","35858","141","5913","2839","67","42.33",""
"92","","Red Dead Redemption 2","126109980","13579320","21245","585","20266","2828","304","9.29",""
"93","","Madden NFL 22","125687640","14402820","26329","907","23726","2819","323","8.73",""
"94","","Animals, Aquariums, and Zoos","125371740","6471540","13675","178","948","2812","145","19.37",""
"95","","F1 2021","124522500","6339840","20615","719","14764","2793","142","19.64",""
"96","","The Witcher 3: Wild Hunt","122178300","6027180","24446","440","11791","2740","135","20.27",""
"97","","Warframe","122116320","10519200","34248","1605","13809","2739","235","11.61",""
"98","","RimWorld","119749620","1861200","18889","79","2340","2686","41","64.34",""
"99","","StarCraft II","118186140","2491860","51153","99","2926","2651","55","47.43",""
"100","","Midnight Cinema","116307540","1324260","4412","42","295","2608","29","87.83",""
