"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"59","","Kingdom Hearts HD 1.5 ReMIX","42533280","138120","186472","19","242","954","3","307.94",""
"60","","The Witness","42033420","733740","54981","193","2472","942","16","57.29",""
"61","","Battlefield 4","40351440","5771100","6349","271","21087","905","129","6.99",""
"62","","Warcraft III","39949920","881940","21071","43","1117","896","19","45.3",""
"63","","Diablo II: Lord of Destruction","39243660","465720","186000","39","720","880","10","84.26",""
"64","","Mario Kart 8","36140640","366240","186246","38","1392","810","8","98.68",""
"65","","Warframe","35634540","5092140","27440","219","14361","799","114","7",""
"66","","Super Metroid","34569360","234300","191257","35","510","775","5","147.54",""
"67","","Undertale","34320720","2070540","32732","118","7760","769","46","16.58",""
"68","","Rise of the Tomb Raider","34041960","1625220","32860","461","6636","763","36","20.95",""
"69","","Scrap Mechanic","32811840","278400","40972","51","1033","736","6","117.86",""
"70","","Final Fantasy IV","32127120","69480","147048","21","186","720","1","462.39",""
"71","","War Thunder","30409860","1556520","17606","76","4532","682","34","19.54",""
"72","","World of Warships","30314700","1776960","7858","86","3467","680","39","17.06",""
"73","","Guild Wars 2","30011160","1568340","5711","71","3213","673","35","19.14",""
"74","","Dungeons & Dragons","29755740","469200","20239","54","767","667","10","63.42",""
"75","","Street Fighter V","28523580","330960","23133","121","2561","639","7","86.18",""
"76","","The Witcher 3: Wild Hunt","27960060","3314940","5797","147","10895","627","74","8.43",""
"77","","Super Mario Galaxy","27590220","51000","138248","21","137","618","1","540.98",""
"78","","Clash of Clans","27384420","1022880","2096","49","1906","614","22","26.77",""
"79","","Pokémon Red/Blue","27382200","196560","185106","40","540","614","4","139.31",""
"80","","Pokémon Yellow","26992680","51300","210369","40","205","605","1","526.17",""
"81","","Tibia","26478000","955740","4829","51","1289","593","21","27.7",""
"82","","The Legend of Zelda: A Link to the Past","26152740","197580","197307","33","529","586","4","132.37",""
"83","","Super Mario Bros. 3","25565040","69660","206252","17","308","573","1","367",""
"84","","Killer Instinct","24854400","662520","21697","50","4298","557","14","37.51",""
"85","","Paper Mario","24747180","76320","115905","16","216","555","1","324.26",""
"86","","Half Life 2: Survivor","24006360","11700","164561","17","81","538","0","2051.83",""
"87","","Crash Bandicoot","23993160","30060","159957","29","172","538","0","798.18",""
"88","","Gears of War: Ultimate Edition","23196420","1398240","16292","77","4304","520","31","16.59",""
"89","","M.U.G.E.N","23194860","56640","976","5","66","520","1","409.51",""
"90","","Vainglory","23117820","453300","6693","24","636","518","10","51",""
"91","","Sid Meier's Civilization V","22605600","775440","3841","47","2258","507","17","29.15",""
"92","","Metal Gear Solid V: The Phantom Pain","22511040","3027000","5684","144","9245","504","67","7.44",""
"93","","Heroes of Newerth","22182840","641760","2372","33","831","497","14","34.57",""
"94","","The Elder Scrolls Online","22134840","3349620","2191","154","9198","496","75","6.61",""
"95","","Resident Evil","22068060","330900","160038","27","1789","495","7","66.69",""
"96","","Mass Effect 3","21671280","238440","11309","20","506","486","5","90.89",""
"97","","Resident Evil Zero","21633120","1430820","27708","369","4963","485","32","15.12",""
"98","","Secret Hitler","21206100","29520","41675","12","112","475","0","718.36",""
"99","","Slime Rancher","20490540","136560","37991","29","812","459","3","150.05",""
"100","","Splatoon","20019960","995400","128419","79","1754","449","22","20.11",""
