"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"78","","Games + Demos","36970680","700920","21637","42","2370","856","16","52.75",""
"79","","Call of Duty: Black Ops III","35862420","9257580","4190","514","34267","831","214","3.87",""
"80","","Friday the 13th: The Game","34676040","2804220","8173","204","9861","803","65","12.37",""
"81","","World of Warships","34202220","2154420","5361","100","3359","792","49","15.88",""
"82","","Chess","32705100","241800","12180","14","443","758","5","135.26",""
"83","","osu!","31821960","4493400","8947","208","16822","737","104","7.08",""
"84","","SMITE Tactics","31684800","588120","15150","38","922","734","13","53.87",""
"85","","Bloodborne","31382700","1839660","11047","99","5366","727","42","17.06",""
"86","","Uncharted: The Lost Legacy","31296480","330480","24883","31","2990","725","7","94.7",""
"87","","Paragon","29292360","2951280","11313","146","5529","679","68","9.93",""
"88","","DayZ","28520400","1394160","6616","80","2604","661","32","20.46",""
"89","","The Legend of Zelda: A Link to the Past","27766140","1105320","36913","158","1226","643","25","25.12",""
"90","","7 Days to Die","27514500","3385200","2598","146","5669","637","78","8.13",""
"91","","Life is Strange: Before the Storm","27242880","1031460","40338","367","6111","631","23","26.41",""
"92","","Euro Truck Simulator 2","26886840","2776380","14789","179","5696","623","64","9.68",""
"93","","The Sims 4","26169720","1234380","13625","63","3776","606","28","21.2",""
"94","","The Escapists 2","25795500","365400","13433","41","1723","597","8","70.6",""
"95","","The Elder Scrolls V: Skyrim","25638060","3608700","3560","167","10145","594","83","7.1",""
"96","","Dragon Ball FighterZ","25591260","180300","59367","248","761","593","4","141.94",""
"97","","Quake Champions","25386240","1073580","7682","61","2216","588","24","23.65",""
"98","","Lost Ark","25369320","480120","15190","156","437","588","11","52.84",""
"99","","Tom Clancy's The Division","25357380","4060260","3233","205","8875","587","94","6.25",""
"100","","Destiny","25070400","4488960","12425","789","17135","581","104","5.58",""
