"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"73","","Pathfinder: Wrath of the Righteous","178128120","3383640","48925","311","2577","4129","78","52.64",""
"74","","Darkest Dungeon","177165120","1881780","46110","114","3983","4106","43","94.15",""
"75","","Lost Judgment","176172120","1836300","60032","235","1873","4083","42","95.94",""
"76","","No Man's Sky","172230060","6603960","41243","400","10355","3992","153","26.08",""
"77","","Dark Souls III","167401020","8369880","20027","330","15194","3880","194","20",""
"78","","World of Warships","163997400","3935220","29684","200","3950","3801","91","41.67",""
"79","","Black Desert","160791600","7737120","8661","290","6439","3727","179","20.78",""
"80","","Call of Duty: Black Ops Cold War","157321140","38352600","24574","1882","68644","3646","889","4.1",""
"81","","VRChat","156686400","5451180","35943","302","9357","3632","126","28.74",""
"82","","Tabletop RPGs","151509480","1217220","131234","115","2362","3512","28","124.47",""
"83","","Pokémon Sword/Shield","151230060","7315380","18433","297","10065","3505","169","20.67",""
"84","","Games + Demos","147102300","23987880","33270","1487","57567","3409","556","6.13",""
"85","","Tibia","136744320","7035060","14232","330","4635","3169","163","19.44",""
"86","","Brawlhalla","136631700","4856640","67883","258","17243","3167","112","28.13",""
"87","","Roblox","136608540","20905740","77480","923","54889","3166","484","6.53",""
"88","","Valheim","136458180","10244880","33087","891","16743","3163","237","13.32",""
"89","","Virtual Casino","133994820","804360","32777","50","1107","3106","18","166.59",""
"90","","League of Legends: Wild Rift","133564740","4597260","24216","200","5640","3096","106","29.05",""
"91","","I'm Only Sleeping","130006500","3260520","24891","175","3258","3013","75","39.87",""
"92","","Age of Empires IV","127882620","985860","77061","365","3280","2964","22","129.72",""
"93","","I Am Fish","127123860","868200","119633","115","4116","2946","20","146.42",""
"94","","Jump King","123695940","939660","65337","43","3436","2867","21","131.64",""
"95","","osu!","122071860","11577660","21264","466","32066","2829","268","10.54",""
"96","","Warcraft III","121571160","2020800","42965","91","1816","2818","46","60.16",""
"97","","The Binding of Isaac: Repentance","117255960","3047520","33898","151","6241","2718","70","38.48",""
"98","","MapleStory","115356780","3427800","11891","155","2927","2674","79","33.65",""
"99","","TrackMania","114941100","1246320","42453","118","2371","2664","28","92.22",""
"100","","Eternal Return","111173640","3582120","20617","205","4605","2577","83","31.04",""
