"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"61","","Control","97000920","1714440","61516","557","6148","2175","38","56.58",""
"62","","Warframe","93899580","8031480","59489","323","14035","2106","180","11.69",""
"63","","Travel & Outdoors","93760020","3343380","59951","120","17693","2103","74","28.04",""
"64","","Retro","93564240","5226600","6981","200","5968","2098","117","17.9",""
"65","","Diablo III","88941480","4593840","23799","962","9651","1995","103","19.36",""
"66","","Mortal Kombat 11","88308300","2635680","67732","170","7834","1980","59","33.5",""
"67","","SMITE","87953820","5952240","10497","249","11615","1972","133","14.78",""
"68","","Dark Souls","80346360","2186160","10171","95","4424","1802","49","36.75",""
"69","","Heroes of the Storm","78563100","4276260","9463","167","6504","1762","95","18.37",""
"70","","Marbles On Stream","69957240","1923240","26095","93","4117","1569","43","36.37",""
"71","","Science & Technology","66139500","3977220","11105","141","4865","1483","89","16.63",""
"72","","Sea of Thieves","64309800","5390880","16255","284","11280","1442","120","11.93",""
"73","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","62007060","1714860","7212","99","1477","1390","38","36.16",""
"74","","Heroes of Might and Magic III: The Shadow of Death","60471480","582960","6422","34","553","1356","13","103.73",""
"75","","Summoners War: Sky Arena","59282760","1156560","17959","56","1141","1329","25","51.26",""
"76","","Dark Souls III","58852200","4208340","5214","166","10061","1320","94","13.98",""
"77","","Dragon Ball FighterZ","58581600","1516140","110818","126","5777","1314","34","38.64",""
"78","","osu!","57363120","8774220","6752","322","30777","1286","196","6.54",""
"79","","MapleStory","57166560","2688840","8394","124","3416","1282","60","21.26",""
"80","","Blair Witch","56401260","914340","132970","812","5252","1265","20","61.69",""
"81","","Dicey Dungeons","53933880","518340","36793","44","1796","1209","11","104.05",""
"82","","For Honor","52970100","3383880","24011","236","10942","1188","75","15.65",""
"83","","Super Smash Bros. Melee","52548420","642900","73955","42","1669","1178","14","81.74",""
"84","","VRChat","51323520","3256440","7419","158","5427","1151","73","15.76",""
"85","","PUBG Mobile","50234160","5038500","7606","183","9425","1126","113","9.97",""
"86","","The Witcher 3: Wild Hunt","48885720","3690240","7499","178","8064","1096","82","13.25",""
"87","","Conqueror's Blade","48373020","1105680","16693","73","1169","1085","24","43.75",""
"88","","The Elder Scrolls V: Skyrim","47389920","3851340","27240","164","9257","1063","86","12.3",""
"89","","Phoenix Wright: Ace Attorney Trilogy HD","46611600","324900","22710","52","686","1045","7","143.46",""
"90","","Food & Drink","46144080","813720","10183","43","3103","1035","18","56.71",""
"91","","RuneScape","46022280","1788900","7613","74","3036","1032","40","25.73",""
"92","","The Sims 4","45591360","2742720","12981","122","8943","1022","61","16.62",""
"93","","Twitch Sings","44184960","1774620","30397","95","6664","991","39","24.9",""
"94","","The Legend of Zelda: Ocarina of Time","42123180","1673040","7196","118","2256","944","37","25.18",""
"95","","Sekiro: Shadows Die Twice","41632140","1691580","15895","71","6360","933","37","24.61",""
"96","","Borderlands 2","40565880","3681000","7648","171","10479","909","82","11.02",""
"97","","Subnautica","40386180","1475040","20587","64","4136","905","33","27.38",""
"98","","Super Mario 64","40074720","951660","23076","48","1861","898","21","42.11",""
"99","","Dofus","39942600","962400","3585","52","1322","895","21","41.5",""
"100","","Secret Neighbor","38461380","845940","33971","71","5164","862","18","45.47",""
